date,campaign,adgroup,ad,impressions,clicks,cost,conversions,revenue
25-11-2020,campaign 1,adgroup 2,ad 40,19,5,0.08,0,0
25-11-2020,campaign 1,adgroup 4,ad 40,9,4,0.55,0,0
25-11-2020,campaign 1,adgroup 1,ad 40,755,381,32.26,17,3643.79
25-11-2020,campaign 1,adgroup 3,ad 40,350,212,34.39,4,2006.11
25-11-2020,campaign 1,adgroup 4,ad 41,1,0,0,0,0
25-11-2020,campaign 1,adgroup 3,ad 41,72,48,4.78,3,1164.6
25-11-2020,campaign 1,adgroup 2,ad 41,10,5,0.58,0,0
25-11-2020,campaign 1,adgroup 1,ad 41,104,34,5.38,4,1354.66
25-11-2020,campaign 1,adgroup 4,ad 42,32,15,1.96,1,94
25-11-2020,campaign 1,adgroup 3,ad 42,1949,1177,187.83,27,5131.94
25-11-2020,campaign 1,adgroup 1,ad 42,2023,1103,228.2,39,8216.89
25-11-2020,campaign 1,adgroup 2,ad 42,24,15,1.54,1,173.19
26-11-2020,campaign 1,adgroup 2,ad 43,10,5,0.94,1,71
26-11-2020,campaign 1,adgroup 4,ad 43,32,21,3.81,1,170.4
26-11-2020,campaign 1,adgroup 3,ad 43,1435,866,113.73,48,8048.31
26-11-2020,campaign 1,adgroup 1,ad 43,2151,1068,121.52,82,16324.1
26-11-2020,campaign 1,adgroup 2,ad 43,19,10,0.79,2,406.95
26-11-2020,campaign 1,adgroup 3,ad 43,165,88,20.01,6,979.2
26-11-2020,campaign 1,adgroup 4,ad 43,6,3,0.72,0,0
26-11-2020,campaign 1,adgroup 1,ad 43,219,95,28.5,8,984.41
26-11-2020,campaign 1,adgroup 4,ad 44,27,15,2.34,0,0
26-11-2020,campaign 1,adgroup 1,ad 44,1895,1031,186.26,56,12089.8
26-11-2020,campaign 1,adgroup 2,ad 44,46,33,3.1,0,0
26-11-2020,campaign 1,adgroup 3,ad 44,1681,1036,139.6,68,10909.1
27-11-2020,campaign 1,adgroup 1,ad 43,3239,1771,531.25,94,15299.9
27-11-2020,campaign 1,adgroup 4,ad 43,6,2,0.5,0,0
27-11-2020,campaign 1,adgroup 3,ad 43,1906,1193,265.44,43,6632.64
27-11-2020,campaign 1,adgroup 1,ad 43,208,103,40.77,6,718.56
27-11-2020,campaign 1,adgroup 4,ad 43,68,35,12.83,1,63.75
27-11-2020,campaign 1,adgroup 2,ad 43,33,23,0.81,1,122.06
27-11-2020,campaign 1,adgroup 3,ad 43,149,88,23.14,7,1211.44
27-11-2020,campaign 1,adgroup 2,ad 43,4,3,1.6,0,0
27-11-2020,campaign 1,adgroup 4,ad 44,31,20,4.63,2,284.9
27-11-2020,campaign 1,adgroup 2,ad 44,47,25,1.33,2,355.7
27-11-2020,campaign 1,adgroup 3,ad 44,1799,1118,241.7,79,11928.85
27-11-2020,campaign 1,adgroup 1,ad 44,1673,986,297.96,59,9667.25
28-11-2020,campaign 1,adgroup 3,ad 43,1,1,0.34,2,180.6
28-11-2020,campaign 1,adgroup 1,ad 43,3,2,0.78,1,212
28-11-2020,campaign 1,adgroup 4,ad 45,3,3,0.44,0,0
28-11-2020,campaign 1,adgroup 1,ad 45,169,81,18.99,4,694.7
28-11-2020,campaign 1,adgroup 3,ad 45,169,107,6.86,3,380.23
28-11-2020,campaign 1,adgroup 2,ad 45,12,6,0.1,0,0
28-11-2020,campaign 1,adgroup 4,ad 46,22,13,0.61,0,0
28-11-2020,campaign 1,adgroup 1,ad 46,1159,574,126.58,34,4563.28
28-11-2020,campaign 1,adgroup 3,ad 46,956,543,18.79,26,4771.93
28-11-2020,campaign 1,adgroup 2,ad 46,20,7,0.31,0,0
28-11-2020,campaign 1,adgroup 1,ad 47,1128,567,132.29,40,6248.88
28-11-2020,campaign 1,adgroup 4,ad 47,28,15,0.64,0,0
28-11-2020,campaign 1,adgroup 3,ad 47,1328,797,44.42,52,9064.69
28-11-2020,campaign 1,adgroup 2,ad 47,16,5,0.06,0,0
28-11-2020,campaign 1,adgroup 1,ad 44,2,1,0.39,0,0
28-11-2020,campaign 1,adgroup 3,ad 44,2,1,0.02,0,0
29-11-2020,campaign 1,adgroup 4,ad 1,3,1,0.01,0,0
29-11-2020,campaign 1,adgroup 2,ad 1,1,0,0,0,0
29-11-2020,campaign 1,adgroup 1,ad 1,20,9,1.63,0,0
29-11-2020,campaign 1,adgroup 3,ad 1,13,4,0.06,0,0
29-11-2020,campaign 1,adgroup 4,ad 2,3,1,0.01,0,0
29-11-2020,campaign 1,adgroup 1,ad 2,954,423,78.29,9,900.33
29-11-2020,campaign 1,adgroup 2,ad 2,23,12,0.3,0,0
29-11-2020,campaign 1,adgroup 1,ad 3,116,42,8.06,0,0
29-11-2020,campaign 1,adgroup 4,ad 3,14,5,0.4,0,0
29-11-2020,campaign 1,adgroup 3,ad 3,264,164,7.4,2,549
29-11-2020,campaign 1,adgroup 3,ad 4,136,89,6.39,0,0
29-11-2020,campaign 1,adgroup 3,ad 5,19,10,0.46,0,0
29-11-2020,campaign 1,adgroup 1,ad 32,49,20,4.77,0,0
29-11-2020,campaign 1,adgroup 3,ad 32,691,351,16.97,1,52
29-11-2020,campaign 1,adgroup 4,ad 32,10,6,0.41,0,0
29-11-2020,campaign 1,adgroup 3,ad 32,52,36,1.88,2,284.2
29-11-2020,campaign 1,adgroup 4,ad 32,4,2,0.02,0,0
29-11-2020,campaign 1,adgroup 2,ad 32,23,11,0.3,0,0
29-11-2020,campaign 1,adgroup 2,ad 32,2,1,0.05,0,0
29-11-2020,campaign 1,adgroup 1,ad 32,353,146,27.1,0,0
29-11-2020,campaign 1,adgroup 3,ad 6,222,107,2.55,5,501.72
29-11-2020,campaign 1,adgroup 1,ad 7,17,8,1.58,0,0
29-11-2020,campaign 1,adgroup 2,ad 7,2,0,0,0,0
29-11-2020,campaign 1,adgroup 3,ad 7,8,3,0.19,0,0
29-11-2020,campaign 1,adgroup 3,ad 8,128,44,0.73,1,54.9
29-11-2020,campaign 1,adgroup 1,ad 10,16,6,1.19,0,0
29-11-2020,campaign 1,adgroup 3,ad 45,2,1,0.01,0,0
29-11-2020,campaign 1,adgroup 3,ad 46,3,1,0.02,0,0
29-11-2020,campaign 1,adgroup 1,ad 46,2,2,0.36,0,0
30-11-2020,campaign 1,adgroup 4,ad 1,6,6,0.1,0,0
30-11-2020,campaign 1,adgroup 3,ad 1,11,4,0.04,0,0
30-11-2020,campaign 1,adgroup 1,ad 1,27,16,2.43,0,0
30-11-2020,campaign 1,adgroup 2,ad 2,14,6,0.12,0,0
30-11-2020,campaign 1,adgroup 4,ad 2,4,1,0.01,0,0
30-11-2020,campaign 1,adgroup 1,ad 2,895,431,51.36,8,715.3
30-11-2020,campaign 1,adgroup 4,ad 3,2,1,0.06,0,0
30-11-2020,campaign 1,adgroup 3,ad 3,152,93,5.69,1,65.35
30-11-2020,campaign 1,adgroup 1,ad 3,143,50,7.04,0,0
30-11-2020,campaign 1,adgroup 2,ad 3,1,1,0.02,0,0
30-11-2020,campaign 1,adgroup 3,ad 4,97,58,3.86,1,138.57
30-11-2020,campaign 1,adgroup 3,ad 5,16,6,0.31,0,0
30-11-2020,campaign 1,adgroup 3,ad 32,38,21,0.59,0,0
30-11-2020,campaign 1,adgroup 3,ad 32,558,301,15.89,6,538.38
30-11-2020,campaign 1,adgroup 4,ad 32,2,2,0.06,0,0
30-11-2020,campaign 1,adgroup 4,ad 32,9,4,0.15,0,0
30-11-2020,campaign 1,adgroup 1,ad 32,380,203,28.13,0,0
30-11-2020,campaign 1,adgroup 2,ad 32,6,2,0.05,0,0
30-11-2020,campaign 1,adgroup 1,ad 32,18,9,1.24,0,0
30-11-2020,campaign 1,adgroup 3,ad 6,257,134,3.11,3,428.09
30-11-2020,campaign 1,adgroup 3,ad 7,7,2,0.13,0,0
30-11-2020,campaign 1,adgroup 1,ad 7,12,7,0.98,0,0
30-11-2020,campaign 1,adgroup 2,ad 7,1,1,0.01,0,0
30-11-2020,campaign 1,adgroup 3,ad 8,116,38,0.79,1,50
30-11-2020,campaign 1,adgroup 1,ad 10,7,3,0.39,0,0
01-12-2020,campaign 1,adgroup 1,ad 1,15,7,0.72,1,104
01-12-2020,campaign 1,adgroup 4,ad 1,6,3,0.25,0,0
01-12-2020,campaign 1,adgroup 3,ad 1,14,6,0.33,0,0
01-12-2020,campaign 1,adgroup 2,ad 2,7,4,0.17,0,0
01-12-2020,campaign 1,adgroup 4,ad 2,9,4,0.04,0,0
01-12-2020,campaign 1,adgroup 1,ad 2,750,353,35.92,4,405.41
01-12-2020,campaign 1,adgroup 3,ad 3,130,69,2.45,0,0
01-12-2020,campaign 1,adgroup 4,ad 3,4,3,0.27,0,0
01-12-2020,campaign 1,adgroup 1,ad 3,86,29,3.74,0,0
01-12-2020,campaign 1,adgroup 3,ad 4,87,50,2.52,1,85
01-12-2020,campaign 1,adgroup 3,ad 5,14,7,0.38,2,177.76
01-12-2020,campaign 1,adgroup 2,ad 32,10,4,0.2,0,0
01-12-2020,campaign 1,adgroup 3,ad 32,13,9,0.18,0,0
01-12-2020,campaign 1,adgroup 4,ad 32,9,2,0.02,0,0
01-12-2020,campaign 1,adgroup 1,ad 32,313,142,15.97,4,346.41
01-12-2020,campaign 1,adgroup 1,ad 32,9,3,0.43,0,0
01-12-2020,campaign 1,adgroup 3,ad 32,458,242,9.21,3,854.4
01-12-2020,campaign 1,adgroup 2,ad 32,6,5,0.1,0,0
01-12-2020,campaign 1,adgroup 4,ad 32,3,0,0,0,0
01-12-2020,campaign 1,adgroup 3,ad 6,187,102,1.37,7,734.14
01-12-2020,campaign 1,adgroup 2,ad 7,3,1,0.01,0,0
01-12-2020,campaign 1,adgroup 1,ad 7,9,6,0.75,1,94
01-12-2020,campaign 1,adgroup 3,ad 7,6,4,0.04,0,0
01-12-2020,campaign 1,adgroup 3,ad 8,60,20,0.39,1,65
01-12-2020,campaign 1,adgroup 1,ad 10,11,3,0.43,0,0
02-12-2020,campaign 1,adgroup 1,ad 1,7,4,0.21,0,0
02-12-2020,campaign 1,adgroup 3,ad 1,16,13,0.42,0,0
02-12-2020,campaign 1,adgroup 4,ad 1,6,3,0.16,0,0
02-12-2020,campaign 1,adgroup 2,ad 2,8,4,0.14,0,0
02-12-2020,campaign 1,adgroup 4,ad 2,8,5,0.06,0,0
02-12-2020,campaign 1,adgroup 1,ad 2,642,287,23.29,5,394.62
02-12-2020,campaign 1,adgroup 1,ad 3,105,42,4.15,1,142.06
02-12-2020,campaign 1,adgroup 3,ad 3,166,90,2.97,1,228
02-12-2020,campaign 1,adgroup 4,ad 3,2,1,0.14,0,0
02-12-2020,campaign 1,adgroup 3,ad 4,68,33,1.01,3,351.06
02-12-2020,campaign 1,adgroup 3,ad 5,16,6,0.1,0,0
02-12-2020,campaign 1,adgroup 2,ad 32,1,0,0,0,0
02-12-2020,campaign 1,adgroup 3,ad 32,19,10,0.49,0,0
02-12-2020,campaign 1,adgroup 2,ad 32,3,1,0.04,0,0
02-12-2020,campaign 1,adgroup 4,ad 32,3,2,0.12,0,0
02-12-2020,campaign 1,adgroup 3,ad 32,367,199,5.31,5,623.51
02-12-2020,campaign 1,adgroup 4,ad 32,8,5,0.05,0,0
02-12-2020,campaign 1,adgroup 1,ad 32,262,119,9.69,6,473.14
02-12-2020,campaign 1,adgroup 1,ad 32,6,2,0.08,0,0
02-12-2020,campaign 1,adgroup 3,ad 6,192,96,1.48,5,652.93
02-12-2020,campaign 1,adgroup 1,ad 7,15,11,0.86,0,0
02-12-2020,campaign 1,adgroup 3,ad 7,8,5,0.21,0,0
02-12-2020,campaign 1,adgroup 2,ad 7,1,1,0.02,0,0
02-12-2020,campaign 1,adgroup 3,ad 8,97,45,1.02,0,0
02-12-2020,campaign 1,adgroup 1,ad 10,9,6,0.76,0,0
03-12-2020,campaign 1,adgroup 3,ad 1,14,9,0.1,0,0
03-12-2020,campaign 1,adgroup 4,ad 1,1,0,0,0,0
03-12-2020,campaign 1,adgroup 1,ad 1,13,9,0.45,0,0
03-12-2020,campaign 1,adgroup 2,ad 2,9,5,0.1,0,0
03-12-2020,campaign 1,adgroup 1,ad 2,678,261,9.37,7,952.68
03-12-2020,campaign 1,adgroup 4,ad 2,3,2,0.02,0,0
03-12-2020,campaign 1,adgroup 3,ad 3,180,108,3.17,3,291.88
03-12-2020,campaign 1,adgroup 1,ad 3,155,50,2.72,0,0
03-12-2020,campaign 1,adgroup 4,ad 3,5,2,0.02,0,0
03-12-2020,campaign 1,adgroup 3,ad 4,70,41,1.26,2,336.84
03-12-2020,campaign 1,adgroup 3,ad 5,17,8,0.19,0,0
03-12-2020,campaign 1,adgroup 1,ad 32,21,11,0.44,0,0
03-12-2020,campaign 1,adgroup 4,ad 32,4,1,0.01,0,0
03-12-2020,campaign 1,adgroup 3,ad 32,25,18,0.39,1,91
03-12-2020,campaign 1,adgroup 1,ad 32,188,84,4.33,0,0
03-12-2020,campaign 1,adgroup 2,ad 32,6,1,0.01,0,0
03-12-2020,campaign 1,adgroup 4,ad 32,3,1,0.01,0,0
03-12-2020,campaign 1,adgroup 3,ad 32,242,126,3.07,3,234.41
03-12-2020,campaign 1,adgroup 3,ad 6,203,108,1.44,4,383.64
03-12-2020,campaign 1,adgroup 3,ad 7,10,3,0.13,0,0
03-12-2020,campaign 1,adgroup 1,ad 7,19,8,0.22,0,0
03-12-2020,campaign 1,adgroup 3,ad 8,107,45,0.74,0,0
03-12-2020,campaign 1,adgroup 4,ad 10,1,1,0.01,0,0
03-12-2020,campaign 1,adgroup 1,ad 10,13,4,0.32,0,0
04-12-2020,campaign 1,adgroup 3,ad 1,16,14,0.47,0,0
04-12-2020,campaign 1,adgroup 4,ad 1,2,1,0.01,0,0
04-12-2020,campaign 1,adgroup 1,ad 1,14,6,0.17,0,0
04-12-2020,campaign 1,adgroup 2,ad 2,13,7,0.13,0,0
04-12-2020,campaign 1,adgroup 4,ad 2,3,4,0.05,1,299
04-12-2020,campaign 1,adgroup 1,ad 2,577,246,7.08,7,611.1
04-12-2020,campaign 1,adgroup 1,ad 3,158,57,2.48,1,140.6
04-12-2020,campaign 1,adgroup 3,ad 3,218,112,2.91,0,0
04-12-2020,campaign 1,adgroup 4,ad 3,4,2,0.12,0,0
04-12-2020,campaign 1,adgroup 3,ad 4,57,32,0.73,0,0
04-12-2020,campaign 1,adgroup 3,ad 5,21,10,0.27,0,0
04-12-2020,campaign 1,adgroup 2,ad 32,2,1,0.01,0,0
04-12-2020,campaign 1,adgroup 3,ad 32,248,119,2.8,2,116.73
04-12-2020,campaign 1,adgroup 1,ad 32,273,124,4.08,1,175
04-12-2020,campaign 1,adgroup 1,ad 32,31,13,0.47,1,247.5
04-12-2020,campaign 1,adgroup 4,ad 32,2,1,0.01,0,0
04-12-2020,campaign 1,adgroup 4,ad 32,2,1,0.03,0,0
04-12-2020,campaign 1,adgroup 2,ad 32,6,2,0.06,0,0
04-12-2020,campaign 1,adgroup 3,ad 32,30,14,0.3,0,0
04-12-2020,campaign 1,adgroup 3,ad 6,184,99,1.13,3,548
04-12-2020,campaign 1,adgroup 3,ad 7,5,2,0.1,0,0
04-12-2020,campaign 1,adgroup 1,ad 7,18,4,0.04,0,0
04-12-2020,campaign 1,adgroup 3,ad 8,108,39,0.64,0,0
04-12-2020,campaign 1,adgroup 4,ad 10,2,1,0.01,0,0
04-12-2020,campaign 1,adgroup 1,ad 10,8,4,0.13,0,0
05-12-2020,campaign 1,adgroup 1,ad 1,14,6,0.18,0,0
05-12-2020,campaign 1,adgroup 4,ad 1,3,0,0,0,0
05-12-2020,campaign 1,adgroup 3,ad 1,10,4,0.07,0,0
05-12-2020,campaign 1,adgroup 2,ad 2,15,6,0.13,0,0
05-12-2020,campaign 1,adgroup 4,ad 2,2,0,0,0,0
05-12-2020,campaign 1,adgroup 1,ad 2,678,293,7.74,8,741.77
05-12-2020,campaign 1,adgroup 3,ad 3,238,117,2.07,1,123
05-12-2020,campaign 1,adgroup 4,ad 3,7,4,0.14,0,0
05-12-2020,campaign 1,adgroup 1,ad 3,79,24,0.88,1,383
05-12-2020,campaign 1,adgroup 3,ad 4,50,21,0.53,0,0
05-12-2020,campaign 1,adgroup 3,ad 5,28,16,0.29,0,0
05-12-2020,campaign 1,adgroup 4,ad 32,6,4,0.16,0,0
05-12-2020,campaign 1,adgroup 2,ad 32,6,2,0.05,0,0
05-12-2020,campaign 1,adgroup 4,ad 32,5,1,0.01,0,0
05-12-2020,campaign 1,adgroup 1,ad 32,16,5,0.08,0,0
05-12-2020,campaign 1,adgroup 3,ad 32,272,132,2.55,1,64
05-12-2020,campaign 1,adgroup 1,ad 32,285,112,3.86,1,86
05-12-2020,campaign 1,adgroup 2,ad 32,1,0,0,0,0
05-12-2020,campaign 1,adgroup 3,ad 32,17,7,0.11,0,0
05-12-2020,campaign 1,adgroup 3,ad 6,129,73,0.94,2,315.3
05-12-2020,campaign 1,adgroup 3,ad 7,9,3,0.07,1,71
05-12-2020,campaign 1,adgroup 1,ad 7,23,10,0.27,0,0
05-12-2020,campaign 1,adgroup 3,ad 8,123,56,1.01,0,0
05-12-2020,campaign 1,adgroup 1,ad 10,12,3,0.11,1,68
06-12-2020,campaign 1,adgroup 1,ad 1,10,3,0.09,0,0
06-12-2020,campaign 1,adgroup 4,ad 1,4,4,0.1,1,56
06-12-2020,campaign 1,adgroup 3,ad 1,16,9,0.2,2,233
06-12-2020,campaign 1,adgroup 1,ad 2,616,267,5.79,5,530
06-12-2020,campaign 1,adgroup 2,ad 2,12,8,0.11,0,0
06-12-2020,campaign 1,adgroup 4,ad 2,5,3,0.04,0,0
06-12-2020,campaign 1,adgroup 4,ad 3,10,5,0.14,0,0
06-12-2020,campaign 1,adgroup 1,ad 3,54,24,0.83,0,0
06-12-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
06-12-2020,campaign 1,adgroup 3,ad 3,278,165,2.92,3,328
06-12-2020,campaign 1,adgroup 3,ad 4,54,24,0.38,0,0
06-12-2020,campaign 1,adgroup 3,ad 5,20,10,0.14,0,0
06-12-2020,campaign 1,adgroup 1,ad 32,12,3,0.03,0,0
06-12-2020,campaign 1,adgroup 2,ad 32,1,0,0,0,0
06-12-2020,campaign 1,adgroup 4,ad 32,4,3,0.11,0,0
06-12-2020,campaign 1,adgroup 1,ad 32,240,80,2.36,0,0
06-12-2020,campaign 1,adgroup 2,ad 32,5,4,0.09,0,0
06-12-2020,campaign 1,adgroup 3,ad 32,233,120,2.07,1,81
06-12-2020,campaign 1,adgroup 3,ad 32,21,9,0.22,0,0
06-12-2020,campaign 1,adgroup 3,ad 6,157,81,0.88,3,295.45
06-12-2020,campaign 1,adgroup 3,ad 7,6,2,0.03,0,0
06-12-2020,campaign 1,adgroup 1,ad 7,18,7,0.13,0,0
06-12-2020,campaign 1,adgroup 3,ad 8,146,61,0.96,0,0
06-12-2020,campaign 1,adgroup 1,ad 10,7,3,0.06,0,0
07-12-2020,campaign 1,adgroup 4,ad 1,1,1,0.02,0,0
07-12-2020,campaign 1,adgroup 1,ad 1,12,2,0.02,0,0
07-12-2020,campaign 1,adgroup 3,ad 1,18,12,0.21,0,0
07-12-2020,campaign 1,adgroup 1,ad 2,641,334,5.31,8,711.4
07-12-2020,campaign 1,adgroup 4,ad 2,5,4,0.1,0,0
07-12-2020,campaign 1,adgroup 2,ad 2,10,3,0.04,1,89
07-12-2020,campaign 1,adgroup 2,ad 3,1,1,0.01,0,0
07-12-2020,campaign 1,adgroup 4,ad 3,12,3,0.12,0,0
07-12-2020,campaign 1,adgroup 1,ad 3,49,22,0.38,1,170
07-12-2020,campaign 1,adgroup 3,ad 3,212,121,2.21,1,68.4
07-12-2020,campaign 1,adgroup 3,ad 4,30,15,0.24,0,0
07-12-2020,campaign 1,adgroup 3,ad 5,6,5,0.07,0,0
07-12-2020,campaign 1,adgroup 2,ad 32,4,0,0,0,0
07-12-2020,campaign 1,adgroup 4,ad 32,4,3,0.09,0,0
07-12-2020,campaign 1,adgroup 4,ad 32,10,5,0.09,0,0
07-12-2020,campaign 1,adgroup 1,ad 32,16,4,0.06,0,0
07-12-2020,campaign 1,adgroup 1,ad 32,233,97,1.95,0,0
07-12-2020,campaign 1,adgroup 3,ad 32,11,6,0.11,0,0
07-12-2020,campaign 1,adgroup 2,ad 32,1,2,0.04,0,0
07-12-2020,campaign 1,adgroup 3,ad 32,279,139,2.46,3,237.71
07-12-2020,campaign 1,adgroup 3,ad 6,257,133,1.51,8,1387.84
07-12-2020,campaign 1,adgroup 3,ad 7,8,5,0.06,0,0
07-12-2020,campaign 1,adgroup 2,ad 7,1,1,0.01,0,0
07-12-2020,campaign 1,adgroup 1,ad 7,15,9,0.13,0,0
07-12-2020,campaign 1,adgroup 3,ad 8,133,66,0.92,1,62
07-12-2020,campaign 1,adgroup 4,ad 10,2,0,0,0,0
07-12-2020,campaign 1,adgroup 1,ad 10,16,8,0.16,0,0
07-12-2020,campaign 1,adgroup 2,ad 48,1,0,0,0,0
07-12-2020,campaign 1,adgroup 3,ad 48,24,14,0.18,0,0
07-12-2020,campaign 1,adgroup 1,ad 48,41,19,0.28,0,0
07-12-2020,campaign 1,adgroup 4,ad 48,1,0,0,0,0
08-12-2020,campaign 1,adgroup 4,ad 1,10,7,0.1,1,153
08-12-2020,campaign 1,adgroup 3,ad 1,11,6,0.08,0,0
08-12-2020,campaign 1,adgroup 1,ad 1,17,8,0.15,0,0
08-12-2020,campaign 1,adgroup 4,ad 2,5,1,0.01,0,0
08-12-2020,campaign 1,adgroup 2,ad 2,12,6,0.09,0,0
08-12-2020,campaign 1,adgroup 1,ad 2,611,305,3.74,3,775
08-12-2020,campaign 1,adgroup 1,ad 3,40,17,0.19,0,0
08-12-2020,campaign 1,adgroup 4,ad 3,6,6,0.25,0,0
08-12-2020,campaign 1,adgroup 3,ad 3,195,104,2.09,2,657.74
08-12-2020,campaign 1,adgroup 3,ad 4,38,22,0.33,1,104
08-12-2020,campaign 1,adgroup 3,ad 5,19,11,0.12,0,0
08-12-2020,campaign 1,adgroup 3,ad 32,209,108,1.76,2,221
08-12-2020,campaign 1,adgroup 4,ad 32,11,6,0.12,0,0
08-12-2020,campaign 1,adgroup 1,ad 32,25,13,0.17,0,0
08-12-2020,campaign 1,adgroup 4,ad 32,3,0,0,0,0
08-12-2020,campaign 1,adgroup 2,ad 32,11,4,0.06,2,536.6
08-12-2020,campaign 1,adgroup 1,ad 32,288,142,2.14,1,50
08-12-2020,campaign 1,adgroup 3,ad 32,47,29,0.5,0,0
08-12-2020,campaign 1,adgroup 3,ad 6,228,128,1.43,0,0
08-12-2020,campaign 1,adgroup 3,ad 7,9,6,0.07,0,0
08-12-2020,campaign 1,adgroup 1,ad 7,35,16,0.16,0,0
08-12-2020,campaign 1,adgroup 2,ad 7,1,0,0,0,0
08-12-2020,campaign 1,adgroup 3,ad 8,135,66,0.8,0,0
08-12-2020,campaign 1,adgroup 1,ad 10,16,5,0.08,0,0
08-12-2020,campaign 1,adgroup 4,ad 10,1,0,0,0,0
08-12-2020,campaign 1,adgroup 1,ad 48,52,20,0.35,0,0
08-12-2020,campaign 1,adgroup 3,ad 48,15,11,0.16,0,0
09-12-2020,campaign 1,adgroup 3,ad 1,11,7,0.1,0,0
09-12-2020,campaign 1,adgroup 4,ad 1,3,2,0.03,0,0
09-12-2020,campaign 1,adgroup 1,ad 1,15,4,0.05,0,0
09-12-2020,campaign 1,adgroup 4,ad 2,5,3,0.05,0,0
09-12-2020,campaign 1,adgroup 1,ad 2,603,290,4.29,3,450.8
09-12-2020,campaign 1,adgroup 2,ad 2,16,6,0.08,0,0
09-12-2020,campaign 1,adgroup 2,ad 3,2,0,0,0,0
09-12-2020,campaign 1,adgroup 4,ad 3,6,3,0.08,0,0
09-12-2020,campaign 1,adgroup 1,ad 3,72,27,0.42,0,0
09-12-2020,campaign 1,adgroup 3,ad 3,207,107,1.83,1,605.83
09-12-2020,campaign 1,adgroup 3,ad 4,27,11,0.18,1,70
09-12-2020,campaign 1,adgroup 3,ad 5,7,4,0.07,0,0
09-12-2020,campaign 1,adgroup 4,ad 32,7,3,0.05,0,0
09-12-2020,campaign 1,adgroup 1,ad 32,218,105,1.45,1,63.59
09-12-2020,campaign 1,adgroup 2,ad 32,9,2,0.02,0,0
09-12-2020,campaign 1,adgroup 3,ad 32,264,119,1.73,2,99.84
09-12-2020,campaign 1,adgroup 1,ad 32,22,5,0.05,0,0
09-12-2020,campaign 1,adgroup 4,ad 32,5,2,0.03,0,0
09-12-2020,campaign 1,adgroup 3,ad 32,13,7,0.08,0,0
09-12-2020,campaign 1,adgroup 3,ad 6,192,100,1.06,4,1072.5
09-12-2020,campaign 1,adgroup 1,ad 7,19,9,0.09,0,0
09-12-2020,campaign 1,adgroup 3,ad 7,15,7,0.08,0,0
09-12-2020,campaign 1,adgroup 3,ad 8,129,69,0.98,1,140
09-12-2020,campaign 1,adgroup 1,ad 10,11,3,0.08,0,0
09-12-2020,campaign 1,adgroup 3,ad 49,29,20,0.32,0,0
09-12-2020,campaign 1,adgroup 1,ad 49,252,106,1.39,1,69
09-12-2020,campaign 1,adgroup 3,ad 48,5,3,0.08,0,0
09-12-2020,campaign 1,adgroup 1,ad 48,7,3,0.04,0,0
10-12-2020,campaign 1,adgroup 4,ad 1,3,1,0.01,0,0
10-12-2020,campaign 1,adgroup 3,ad 1,11,6,0.09,0,0
10-12-2020,campaign 1,adgroup 1,ad 1,11,7,0.13,0,0
10-12-2020,campaign 1,adgroup 1,ad 2,575,288,3.53,4,432.5
10-12-2020,campaign 1,adgroup 4,ad 2,4,3,0.03,0,0
10-12-2020,campaign 1,adgroup 2,ad 2,15,8,0.1,0,0
10-12-2020,campaign 1,adgroup 3,ad 3,148,95,1.6,0,0
10-12-2020,campaign 1,adgroup 1,ad 3,51,27,0.59,0,0
10-12-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
10-12-2020,campaign 1,adgroup 4,ad 3,2,0,0,0,0
10-12-2020,campaign 1,adgroup 3,ad 4,38,16,0.25,0,0
10-12-2020,campaign 1,adgroup 3,ad 5,9,4,0.08,0,0
10-12-2020,campaign 1,adgroup 3,ad 32,283,139,2.12,6,467.55
10-12-2020,campaign 1,adgroup 4,ad 32,8,5,0.06,0,0
10-12-2020,campaign 1,adgroup 3,ad 32,18,8,0.18,0,0
10-12-2020,campaign 1,adgroup 1,ad 32,181,78,1.09,1,8.93
10-12-2020,campaign 1,adgroup 2,ad 32,6,2,0.03,0,0
10-12-2020,campaign 1,adgroup 1,ad 32,32,20,0.24,0,0
10-12-2020,campaign 1,adgroup 2,ad 32,3,0,0,0,0
10-12-2020,campaign 1,adgroup 3,ad 6,203,124,1.35,5,791.83
10-12-2020,campaign 1,adgroup 3,ad 7,13,8,0.08,0,0
10-12-2020,campaign 1,adgroup 1,ad 7,24,16,0.18,0,0
10-12-2020,campaign 1,adgroup 2,ad 7,1,1,0.04,0,0
10-12-2020,campaign 1,adgroup 3,ad 8,132,70,0.98,1,424
10-12-2020,campaign 1,adgroup 1,ad 10,7,4,0.05,0,0
10-12-2020,campaign 1,adgroup 3,ad 50,10,2,0.02,0,0
10-12-2020,campaign 1,adgroup 1,ad 50,26,15,0.15,1,105.75
10-12-2020,campaign 1,adgroup 2,ad 49,1,1,0.02,0,0
10-12-2020,campaign 1,adgroup 1,ad 49,347,163,2.03,0,0
10-12-2020,campaign 1,adgroup 3,ad 49,115,62,1.05,0,0
10-12-2020,campaign 1,adgroup 4,ad 49,5,4,0.06,0,0
11-12-2020,campaign 1,adgroup 1,ad 1,18,5,0.1,0,0
11-12-2020,campaign 1,adgroup 4,ad 1,3,1,0.02,0,0
11-12-2020,campaign 1,adgroup 3,ad 1,13,9,0.14,1,100
